LocationTitle,AddressStreetInfo,City,State,Zipcode,Details,Latitude,Longitude,GroupTitle,Day,Start,End,Meeting_Type
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,02,"midnite",Thursdays,8:00 PM,9:15 PM,B
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,02,"midnite",Sundays,10:00 PM,11:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,02,"midnite",Wednesdays,10:00 PM,11:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,02,"midnite",Saturdays,10:00 PM,11:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,02,"midnite",Tuesdays,10:00 PM,11:15 PM,S
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,02,"midnite",Mondays,10:00 PM,11:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,02,"midnite",Fridays,10:00 PM,11:15 PM,B
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,02,"midnite",Thursdays,10:00 PM,11:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,02,"women into action",Saturdays,4:45 PM,5:45 PM,C
"Golden Bridge Yoga Center",253 Center Street,New York,NY,10013,"253 Center Street,3rd Floor,@ Broome Street,10013",40.7206323,-73.9979756,02,"center meeting",Mondays,5:15 PM,6:15 PM,OD
"University Settlement (The Chinatown YMCA)",273 Bowery,New York,NY,10002,"273 Bowery,@ Houston Street,NY 10002",40.7236736,-73.9924832,02,"east village sober agnostics",Fridays,6:45 PM,8:00 PM,OD
"University Settlement (The Chinatown YMCA)",273 Bowery,New York,NY,10002,"273 Bowery,@ Houston Street,NY 10002",40.7236736,-73.9924832,02,"the captain's table",Thursdays,7:00 PM,8:00 PM,BB
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7326,-74.0067,02,"greenwich village",Mondays,7:15 PM,8:15 PM,B
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7326,-74.0067,02,"greenwich village",Tuesdays,7:15 PM,8:15 PM,BB
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7326,-74.0067,02,"greenwich village",Wednesdays,7:15 PM,8:15 PM,OD
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7326,-74.0067,02,"greenwich village",Fridays,8:00 PM,9:00 PM,S
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7326,-74.0067,02,"greenwich village",Mondays,8:30 PM,9:30 PM,S
"St. Augustine's Church",292 Henry Street,New York,NY,10002,"292 Henry Street,Basement,A la isquierda de la iglesia,NY 10002",40.7137143,-73.983033,02,"grupo central",Sundays,3:00 PM,4:00 PM,O
"St. Augustine's Church",292 Henry Street,New York,NY,10002,"292 Henry Street,Basement,A la isquierda de la iglesia,NY 10002",40.7137143,-73.983033,02,"grupo central",Tuesdays,7:30 PM,8:30 PM,C
"St. Augustine's Church",292 Henry Street,New York,NY,10002,"292 Henry Street,Basement,A la isquierda de la iglesia,NY 10002",40.7137143,-73.983033,02,"grupo central",Fridays,8:00 PM,9:00 PM,O
"Manhattan Church of The Seventh-day Adventist",232 West 11th Street,New York,NY,10014,"232 West 11th Street,Between Waverly Place and West 4th Street 10014",40.736193,-74.0028632,02,"happy, joyous and free",s,12:00 AM,12:00 AM,undefined
"Manhattan Church of The Seventh-day Adventist",232 West 11th Street,New York,NY,10014,"232 West 11th Street,Between Waverly Place and West 4th Street 10014",40.736193,-74.0028632,02,"happy, joyous and free",Mondays,7:00 PM,8:00 PM,C
"Manhattan Church of The Seventh-day Adventist",232 West 11th Street,New York,NY,10014,"232 West 11th Street,Between Waverly Place and West 4th Street 10014",40.736193,-74.0028632,02,"wednesday focus",Wednesdays,6:15 PM,7:15 PM,C
"Church of Saint Theresa Rectory",141 Henry Street,New York,NY,10002,"141 Henry Street,1st Floor,Betw Henry & Rutgers Streets,10002",40.7134487,-73.9906625,02,"lower east side",Tuesdays,7:00 PM,8:00 PM,C
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,02,"new group",Sundays,12:30 PM,1:30 PM,O
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,02,"new group",Wednesdays,6:30 PM,7:30 PM,B
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,02,"new group",Fridays,7:30 PM,8:30 PM,B
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,02,"ten plus",Tuesdays,8:00 PM,9:00 PM,C
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,02,"west village women",Thursdays,6:30 PM,7:45 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Wednesdays,7:30 AM,8:30 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Tuesdays,7:30 AM,8:30 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Mondays,7:30 AM,8:30 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Sundays,7:30 AM,8:30 AM,OD
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Saturdays,7:30 AM,8:30 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Fridays,7:30 AM,8:30 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Thursdays,7:30 AM,8:30 AM,S
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Thursdays,9:00 AM,10:00 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Wednesdays,9:00 AM,10:00 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Tuesdays,9:00 AM,10:00 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Mondays,9:00 AM,10:00 AM,OD
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Sundays,9:00 AM,10:00 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Fridays,9:00 AM,10:00 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Saturdays,9:30 AM,10:00 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Fridays,10:30 AM,11:30 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Sundays,11:00 AM,12:00 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Saturdays,12:00 PM,1:00 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Fridays,12:15 PM,1:15 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Thursdays,12:15 PM,1:15 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Wednesdays,12:15 PM,1:15 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Tuesdays,12:15 PM,1:15 PM,S
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Mondays,12:15 PM,1:15 PM,B
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Sundays,1:00 PM,2:00 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Saturdays,2:30 PM,3:30 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Fridays,2:30 PM,3:30 PM,OD
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Thursdays,2:30 PM,3:30 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Tuesdays,2:30 PM,3:30 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Mondays,2:30 PM,3:30 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Wednesdays,2:30 PM,3:30 PM,B
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Sundays,3:00 PM,4:30 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Mondays,4:00 PM,5:00 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Saturdays,4:00 PM,5:00 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Thursdays,4:00 PM,5:00 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Wednesdays,4:00 PM,5:00 PM,OD
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Tuesdays,4:00 PM,5:00 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Fridays,4:00 PM,6:00 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Thursdays,5:30 PM,6:30 PM,BB
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Mondays,6:00 PM,7:00 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Saturdays,6:00 PM,7:00 PM,OD
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Sundays,6:00 PM,7:00 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Fridays,6:00 PM,7:00 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Wednesdays,6:00 PM,7:00 PM,S
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Tuesdays,6:00 PM,7:00 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Thursdays,7:00 PM,8:00 PM,B
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Tuesdays,8:30 PM,9:30 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Mondays,8:30 PM,9:30 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Saturdays,8:30 PM,9:30 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Sundays,8:30 PM,9:30 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Thursdays,8:30 PM,9:30 PM,OD
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Fridays,8:30 PM,10:30 PM,S
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Wednesdays,8:30 PM,9:30 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Tuesdays,10:15 PM,11:15 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Mondays,10:15 PM,11:15 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Thursdays,10:15 PM,11:15 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Wednesdays,10:15 PM,11:15 PM,BB
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Sundays,10:30 PM,11:30 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Saturdays,11:00 PM,12:00 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,02,"perry street workshop",Fridays,11:00 PM,12:00 AM,C
"St. John's Episcopal Church",224 Waverly Place,New York,NY,10014,"224 Waverly Place,1st floor event room.,@ 11th Street & 7th Avenue South,NY 10014",40.7360657,-74.0019452,02,"red door",Sundays,7:00 PM,8:00 PM,S
"St. John's Episcopal Church",224 Waverly Place,New York,NY,10014,"224 Waverly Place,1st floor event room.,@ 11th Street & 7th Avenue South,NY 10014",40.7360657,-74.0019452,02,"red door",Thursdays,7:00 PM,8:00 PM,B
"St. John's Episcopal Church",224 Waverly Place,New York,NY,10014,"224 Waverly Place,1st floor event room.,@ 11th Street & 7th Avenue South,NY 10014",40.7360657,-74.0019452,02,"red door",Fridays,7:00 PM,8:00 PM,OD
"St. John's Episcopal Church",224 Waverly Place,New York,NY,10014,"224 Waverly Place,1st floor event room.,@ 11th Street & 7th Avenue South,NY 10014",40.7360657,-74.0019452,02,"red door",Sundays,8:30 PM,9:30 PM,OD
