LocationTitle,AddressStreetInfo,City,State,Zipcode,Details,Latitude,Longitude,GroupTitle,Day,Start,End,Meeting_Type
"N.Y.U Bronfman Center",7 East 10th Street,New York,NY,10003,"7 East 10th Street,2nd Floor,10003",40.7332068,-73.9946888,03,"12 concepts workshop",Wednesdays,8:15 PM,9:15 PM,C
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"22 below",Thursdays,12:15 PM,1:15 PM,OD
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"22 below",Fridays,12:15 PM,1:15 PM,C
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"22 below",Mondays,12:15 PM,1:15 PM,BB
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"22 below",Tuesdays,12:15 PM,1:15 PM,B
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"22 below",Wednesdays,12:15 PM,1:15 PM,S
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"manhattan",Tuesdays,7:00 PM,8:00 PM,B
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"manhattan",Fridays,7:00 PM,8:15 PM,S
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"p.a.x",Mondays,6:45 PM,7:45 PM,B
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"p.a.x",Mondays,6:45 PM,7:45 PM,BB
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"p.a.x",Tuesdays,6:45 PM,7:45 PM,S
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"p.a.x",Thursdays,6:45 PM,7:45 PM,C
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"p.a.x",Tuesdays,6:45 PM,7:45 PM,C
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"sunday morning meditation",Sundays,9:00 AM,10:00 AM,C
"Three Jewels Community Center",61 Fourth Avenue,New York,NY,10003,"61 Fourth Avenue,3rd Floor,9th & 10th St 10003",40.7307719,-73.9903164,03,"aa at the three jewels",Thursdays,6:00 PM,7:15 PM,Meditation
"Three Jewels Community Center",61 Fourth Avenue,New York,NY,10003,"61 Fourth Avenue,3rd Floor,9th & 10th St 10003",40.7307719,-73.9903164,03,"aa at the three jewels",Sundays,7:00 PM,8:30 PM,Meditation
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,03,"agnostics at noon",Thursdays,12:00 PM,1:00 PM,C
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,03,"high noon",Sundays,12:00 PM,1:00 PM,O
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,03,"living today",Sundays,6:45 PM,7:45 PM,S
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,03,"living today",Sundays,8:00 PM,9:00 PM,O
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,03,"sober miracles",Saturdays,9:30 PM,10:30 PM,OD
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,03,"village agnostics",Sundays,4:00 PM,5:00 PM,C
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,03,"village agnostics",Sundays,5:30 PM,6:30 PM,S
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,03,"westwingers",Tuesdays,7:30 PM,8:30 PM,OD
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,03,"westwingers",Thursdays,9:00 PM,10:00 PM,OD
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,03,"women together                      (:i)",Saturdays,6:00 PM,7:00 PM,C
"Seafarers & Intl House",123 East 15th Street,New York,NY,10003,"123 East 15th Street,2nd Floor Conference Room,@ Irving Place,NY 10003",40.7346341,-73.9879773,03,"alive again",Saturdays,1:00 PM,2:00 PM,S
"Calvary Church Parish House",61 Gramercy Park North,New York,NY,10010,"61 Gramercy Park North,Betw Park & Lexington Avenues,NY 10010",40.7387068,-73.986572,03,"at bill's place",Wednesdays,6:30 PM,7:30 PM,C
"Gustavus Adolphus Lutheran Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Ground Floor,Betw. Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,03,"atlantic by the book",Wednesdays,7:00 PM,8:00 PM,BB
"Mabel Bacon High School of the Future",127 East 22nd Street,New York,NY,10010,"127 East 22nd Street,2nd Floor Auditorium,Betw. Lexington & Park Avenues,10010",40.7390247,-73.9854161,03,"atlantic downtown",Sundays,7:00 PM,8:00 PM,O
"Trinity Lower East Side Lutheran Parish",602 East 9th Street,New York,NY,10009,"602 East 9th Street,@ Avenue B,10009",40.7260409,-73.9800393,03,"avenue b clean and dry",Thursdays,7:00 PM,8:15 PM,C
"McBurney YMCA",125 West 14th Street,New York,NY,10011,"125 West 14th Street,Kuttner Room,Betw. 6th & 7th Avenues,10011",40.7379244,-73.9976813,03,"big book magic",Thursdays,7:45 PM,8:45 PM,BB
"McBurney YMCA",125 West 14th Street,New York,NY,10011,"125 West 14th Street,Kuttner Room,Betw. 6th & 7th Avenues,10011",40.7379244,-73.9976813,03,"chelsea nooners",Tuesdays,12:00 PM,1:00 PM,C
"McBurney YMCA",125 West 14th Street,New York,NY,10011,"125 West 14th Street,Kuttner Room,Betw. 6th & 7th Avenues,10011",40.7379244,-73.9976813,03,"chelsea nooners",Thursdays,12:00 PM,1:00 PM,C
"McBurney YMCA",125 West 14th Street,New York,NY,10011,"125 West 14th Street,Kuttner Room,Betw. 6th & 7th Avenues,10011",40.7379244,-73.9976813,03,"the fellowship club",Fridays,7:00 PM,8:00 PM,B
"St. Peters Episcopal Church- Rectory",346 West 20th Street,New York,NY,10011,"346 West 20th Street,between 8th and 9th Avenue 10011",40.7441452,-74.0019191,03,"chelsea mornings",Tuesdays,8:00 AM,9:00 AM,B
"St. Peters Episcopal Church- Rectory",346 West 20th Street,New York,NY,10011,"346 West 20th Street,between 8th and 9th Avenue 10011",40.7441452,-74.0019191,03,"chelsea mornings",Mondays,8:00 AM,9:00 AM,OD
"St. Peters Episcopal Church- Rectory",346 West 20th Street,New York,NY,10011,"346 West 20th Street,between 8th and 9th Avenue 10011",40.7441452,-74.0019191,03,"chelsea mornings",Wednesdays,8:00 AM,9:00 AM,S
"St. Peters Episcopal Church- Rectory",346 West 20th Street,New York,NY,10011,"346 West 20th Street,between 8th and 9th Avenue 10011",40.7441452,-74.0019191,03,"chelsea mornings",Thursdays,8:00 AM,9:00 AM,BB
"St. Peters Episcopal Church- Rectory",346 West 20th Street,New York,NY,10011,"346 West 20th Street,between 8th and 9th Avenue 10011",40.7441452,-74.0019191,03,"chelsea mornings",Fridays,8:00 AM,9:00 AM,C
"St. Peters Episcopal Church- Rectory",346 West 20th Street,New York,NY,10011,"346 West 20th Street,between 8th and 9th Avenue 10011",40.7441452,-74.0019191,03,"chelsea mornings",Saturdays,8:00 AM,9:00 AM,OD
"Our Lady of Immaculate Conception",414 East 14th Street,New York,NY,10009,"414 East 14th Street,Auditorium,Betw 1st Avenue & Avenue A,NY 10009",40.7309298,-73.9819876,03,"complete abandon",Wednesdays,8:30 PM,9:30 PM,S
"Fulton Senior Center",119 Ninth Avenue,New York,NY,10011,"119 Ninth Avenue,Betw. 17th and 18th Streets,Auditorium NY 10011",40.7432442,-74.0039393,03,"completely sober",Mondays,6:45 PM,8:00 PM,OD
"Christopher House",202 West 24 Street,New York,NY,10011,"202 West 24 Street,Mezzanine,between 7th and 8th Avenues,10011",40.7449478,-73.995862,03,"crossroads",Saturdays,4:00 PM,5:00 PM,O
"Christopher House",202 West 24 Street,New York,NY,10011,"202 West 24 Street,Mezzanine,between 7th and 8th Avenues,10011",40.7449478,-73.995862,03,"crossroads",Sundays,4:00 PM,5:00 PM,O
"Brotherhood Synagogue",28 Gramercy Park South,New York,NY,10003,"28 Gramercy Park South,1st Floor,East 20th Street @ Irving Place,NY 10003",40.7371499,-73.9853123,03,"east meets west in sobriety",Wednesdays,7:00 PM,8:00 PM,C
"Brotherhood Synagogue",28 Gramercy Park South,New York,NY,10003,"28 Gramercy Park South,1st Floor,East 20th Street @ Irving Place,NY 10003",40.7371499,-73.9853123,03,"just for today",Tuesdays,7:00 PM,8:00 PM,S
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,03,"east village group",Tuesdays,7:00 PM,8:00 PM,O
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,03,"east village group",Saturdays,7:00 PM,8:00 PM,B
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,03,"east village group",Saturdays,7:00 PM,8:00 PM,OD
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,03,"east village group",Sundays,7:00 PM,8:00 PM,BB
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,03,"east village group",Tuesdays,7:00 PM,8:15 PM,S
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,03,"east village group",Tuesdays,8:30 PM,9:30 PM,C
"Middle Collegiate Church",50 East 7th Street,New York,NY,10003,"50 East 7th Street,3rd and 4th floors,@2nd Avenue NY 10003",40.7276522,-73.9875923,03,"east village group",Saturdays,8:30 PM,9:30 PM,C
"University Settlement House",273 Bowery,New York,NY,10003,"273 Bowery,2nd Floor Classroom,Southeast corner of Houston Street,NY 10003",40.7236736,-73.9924832,03,"experience strength and hope",Wednesdays,7:00 PM,8:00 PM,C
"Grace Church Office Building",802 Broadway,New York,NY,10003,"802 Broadway,3rd Floor Conference Room,@ 10th Street,NY 10003",40.7320395,-73.991189,03,"grace on broadway",Mondays,8:15 AM,9:15 AM,O
"Grace Church Office Building",802 Broadway,New York,NY,10003,"802 Broadway,3rd Floor Conference Room,@ 10th Street,NY 10003",40.7320395,-73.991189,03,"grace on broadway",Tuesdays,8:15 AM,9:15 AM,C
"Grace Church Office Building",802 Broadway,New York,NY,10003,"802 Broadway,3rd Floor Conference Room,@ 10th Street,NY 10003",40.7320395,-73.991189,03,"grace on broadway",Thursdays,8:15 AM,9:15 AM,C
"Brothhood Synagogue",28 Grammercy Park South,New York,NY,10010,"28 Grammercy Park South,2nd floor,East 20th Street,between 3rd Ave. & Irving Place,NY 10010",40.7371499,-73.9853123,03,"gramercy",Mondays,6:30 PM,7:30 PM,C
"Brothhood Synagogue",28 Grammercy Park South,New York,NY,10010,"28 Grammercy Park South,2nd floor,East 20th Street,between 3rd Ave. & Irving Place,NY 10010",40.7371499,-73.9853123,03,"gramercy",Thursdays,6:30 PM,7:30 PM,S
"Saint George Episcopal Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Basement,Betw 3rd Avenue & Rutherford Place,10003",40.7345135,-73.9854432,03,"grateful group of a.a.",Mondays,5:00 PM,6:00 PM,B
"Saint George Episcopal Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Basement,Betw 3rd Avenue & Rutherford Place,10003",40.7345135,-73.9854432,03,"grateful group of a.a.",Fridays,5:00 PM,6:00 PM,BB
"Saint George Episcopal Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Basement,Betw 3rd Avenue & Rutherford Place,10003",40.7345135,-73.9854432,03,"grateful group of a.a.",Tuesdays,5:00 PM,6:00 PM,O
"Saint George Episcopal Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Basement,Betw 3rd Avenue & Rutherford Place,10003",40.7345135,-73.9854432,03,"grateful group of a.a.",Thursdays,5:00 PM,6:00 PM,Meditation
"Saint George Episcopal Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Basement,Betw 3rd Avenue & Rutherford Place,10003",40.7345135,-73.9854432,03,"grateful group of a.a.",Sundays,5:00 PM,6:00 PM,O
"Saint George Episcopal Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Basement,Betw 3rd Avenue & Rutherford Place,10003",40.7345135,-73.9854432,03,"grateful group of a.a.",Wednesdays,5:00 PM,6:00 PM,S
"Saint George Episcopal Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Basement,Betw 3rd Avenue & Rutherford Place,10003",40.7345135,-73.9854432,03,"grateful group of a.a.",Mondays,6:15 PM,7:00 PM,S
"Church of the Nativity",44 2nd Avenue,New York,NY,10003,"44 2nd Avenue,Main Floor,Betw East 2nd & 3rd Streets,NY 10003",40.7251086,-73.9899858,03,"grupo el milagro",Sundays,8:00 PM,9:00 PM,O
"Church of the Nativity",44 2nd Avenue,New York,NY,10003,"44 2nd Avenue,Main Floor,Betw East 2nd & 3rd Streets,NY 10003",40.7251086,-73.9899858,03,"second avenue clean and dry",Sundays,5:00 PM,6:00 PM,C
"Our Lady of Guadalupe Church",229 West 14th Street,New York,NY,10011,"229 West 14th Street,Betw. 7th & 8th Avenues,NY 10011",40.7392489,-74.0008788,03,"grupo gratitud",Mondays,8:00 PM,9:00 PM,C
"Our Lady of Guadalupe Church",229 West 14th Street,New York,NY,10011,"229 West 14th Street,Betw. 7th & 8th Avenues,NY 10011",40.7392489,-74.0008788,03,"grupo gratitud",Tuesdays,8:00 PM,9:00 PM,O
"Our Lady of Guadalupe Church",229 West 14th Street,New York,NY,10011,"229 West 14th Street,Betw. 7th & 8th Avenues,NY 10011",40.7392489,-74.0008788,03,"grupo sobriedad",Tuesdays,1:00 PM,2:00 PM,C
"Lesbian, Gay, Bisexual, & Transgender Community Center",208 West 13th Street,New York,NY,10001,"208 West 13th Street,Room 212,Between 7th Avenue & Greenwich Avenue 10001",40.7381228,-74.0010304,03,"laex",Saturdays,8:00 PM,9:00 PM,O
"The Upright Citizens Brigade Theatre",307 West 26th St.,New York,NY,10011,"307 West 26th St.,at 8th Avenues,10011",40.7474685,-73.9974137,03,"learning to live ( :1)",Thursdays,12:00 PM,1:00 AM,C
"The Upright Citizens Brigade Theatre",307 West 26th St.,New York,NY,10011,"307 West 26th St.,at 8th Avenues,10011",40.7474685,-73.9974137,03,"learning to live ( :1)",Mondays,12:00 PM,1:00 PM,B
"The Upright Citizens Brigade Theatre",307 West 26th St.,New York,NY,10011,"307 West 26th St.,at 8th Avenues,10011",40.7474685,-73.9974137,03,"learning to live ( :1)",Tuesdays,12:00 PM,1:00 PM,BB
"The Upright Citizens Brigade Theatre",307 West 26th St.,New York,NY,10011,"307 West 26th St.,at 8th Avenues,10011",40.7474685,-73.9974137,03,"learning to live ( :1)",Wednesdays,12:00 PM,1:00 PM,S
"The Upright Citizens Brigade Theatre",307 West 26th St.,New York,NY,10011,"307 West 26th St.,at 8th Avenues,10011",40.7474685,-73.9974137,03,"learning to live ( :1)",Fridays,12:00 PM,1:00 PM,OD
"St. Columba Church",343 West 25th Street,New York,NY,10001,"343 West 25th Street,downstairs 10001",40.747411,-73.9992698,03,"learning to live ( :ii)",Mondays,7:00 PM,8:00 PM,O
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Saturdays,10:00 AM,11:00 AM,O
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Sundays,10:00 AM,11:00 AM,OD
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Sundays,10:15 AM,11:15 AM,C
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Thursdays,1:00 PM,2:00 PM,S
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Saturdays,1:00 PM,2:00 PM,OD
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Mondays,1:00 PM,2:00 PM,OD
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Tuesdays,1:00 PM,2:00 PM,O
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Wednesdays,1:00 PM,2:00 PM,OD
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Fridays,1:00 PM,2:00 PM,BB
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Sundays,2:00 PM,3:00 PM,BB
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Saturdays,5:30 PM,6:30 PM,B
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Wednesdays,6:00 PM,7:00 PM,B
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Thursdays,7:00 PM,8:00 PM,S
"Theatre 80",80 St. Mark's Place,New York,NY,10003,"80 St. Mark's Place,2nd Floor,Betw. 1st & 2nd Avenues,NY 10003",40.7276521,-73.9857329,03,"living now",Tuesdays,7:00 PM,8:00 PM,S
"Intercare",51 East 25th Street,New York,NY,10010,"51 East 25th Street,Lower Level,Betw. Madison & Park Avenues,NY 10010",40.7419488,-73.9861549,03,"madison park beginners",Wednesdays,10:00 AM,11:00 AM,B
"Intercare",51 East 25th Street,New York,NY,10010,"51 East 25th Street,Lower Level,Betw. Madison & Park Avenues,NY 10010",40.7419488,-73.9861549,03,"madison park beginners",Thursdays,5:30 PM,6:30 PM,B
"Bronfman Center",7 East 10th Street,New York,NY,10003,"7 East 10th Street,2nd Floor,Note: A photo ID is required to enter the building.,Betw 5th Avenue & University Place,NY 10003",40.7332068,-73.9946888,03,"n.y.u. (now you understand)",Fridays,12:30 PM,1:30 PM,S
"Bronfman Center",7 East 10th Street,New York,NY,10003,"7 East 10th Street,2nd Floor,Note: A photo ID is required to enter the building.,Betw 5th Avenue & University Place,NY 10003",40.7332068,-73.9946888,03,"n.y.u. (now you understand)",Mondays,12:30 PM,1:30 PM,C
"Bronfman Center",7 East 10th Street,New York,NY,10003,"7 East 10th Street,2nd Floor,Note: A photo ID is required to enter the building.,Betw 5th Avenue & University Place,NY 10003",40.7332068,-73.9946888,03,"n.y.u. (now you understand)",Tuesdays,12:30 PM,1:30 PM,BB
"Bronfman Center",7 East 10th Street,New York,NY,10003,"7 East 10th Street,2nd Floor,Note: A photo ID is required to enter the building.,Betw 5th Avenue & University Place,NY 10003",40.7332068,-73.9946888,03,"n.y.u. (now you understand)",Wednesdays,12:30 PM,1:30 PM,B
"Bronfman Center",7 East 10th Street,New York,NY,10003,"7 East 10th Street,2nd Floor,Note: A photo ID is required to enter the building.,Betw 5th Avenue & University Place,NY 10003",40.7332068,-73.9946888,03,"n.y.u. (now you understand)",Thursdays,12:30 PM,1:30 PM,C
"Bronfman Center",7 East 10th Street,New York,NY,10003,"7 East 10th Street,2nd Floor,Note: A photo ID is required to enter the building.,Betw 5th Avenue & University Place,NY 10003",40.7332068,-73.9946888,03,"n.y.u. (now you understand)",Fridays,2:00 PM,3:00 PM,B
"Bronfman Center",7 East 10th Street,New York,NY,10003,"7 East 10th Street,2nd Floor,Note: A photo ID is required to enter the building.,Betw 5th Avenue & University Place,NY 10003",40.7332068,-73.9946888,03,"n.y.u. (now you understand)",Mondays,2:00 PM,3:00 PM,C
"Bronfman Center",7 East 10th Street,New York,NY,10003,"7 East 10th Street,2nd Floor,Note: A photo ID is required to enter the building.,Betw 5th Avenue & University Place,NY 10003",40.7332068,-73.9946888,03,"n.y.u. (now you understand)",Tuesdays,2:00 PM,3:00 PM,S
"Bronfman Center",7 East 10th Street,New York,NY,10003,"7 East 10th Street,2nd Floor,Note: A photo ID is required to enter the building.,Betw 5th Avenue & University Place,NY 10003",40.7332068,-73.9946888,03,"n.y.u. (now you understand)",Wednesdays,2:00 PM,3:00 PM,BB
"Bronfman Center",7 East 10th Street,New York,NY,10003,"7 East 10th Street,2nd Floor,Note: A photo ID is required to enter the building.,Betw 5th Avenue & University Place,NY 10003",40.7332068,-73.9946888,03,"n.y.u. (now you understand)",Thursdays,2:00 PM,3:00 PM,C
"German Evangelist Lutheran Church of St. Paul",315 West 22nd Street,New York,NY,10011,"315 West 22nd Street,1st Floor,Betw. 8th & 9th Avenues,NY 10011",40.7450587,-73.9997029,03,"never had a legal drink",Thursdays,8:00 PM,9:00 PM,OD
"Friends Meeting House",15 Rutherford Place,New York,NY,10003,"15 Rutherford Place,Basement,Betw 2nd & 3rd Avenues,NY 10003",40.7337834,-73.985098,03,"new life in sobriety",Fridays,7:00 PM,8:00 PM,B
"Friends Meeting House",15 Rutherford Place,New York,NY,10003,"15 Rutherford Place,Basement,Betw 2nd & 3rd Avenues,NY 10003",40.7337834,-73.985098,03,"new life in sobriety",Mondays,7:00 PM,8:30 PM,S
"Friends Meeting House",15 Rutherford Place,New York,NY,10003,"15 Rutherford Place,Basement,Betw 2nd & 3rd Avenues,NY 10003",40.7337834,-73.985098,03,"new life in sobriety",Fridays,8:30 PM,9:30 PM,C
"The Realization Center",25 East 15th,New York,NY,10003,"25 East 15th,Conference Room H,10003",40.7360864,-73.9912277,03,"ninjas in recovery",Wednesdays,8:00 PM,9:00 PM,S
"The Realization Center",25 East 15th,New York,NY,10003,"25 East 15th,Conference Room H,10003",40.7360864,-73.9912277,03,"oadw (once a drunk woman)",Tuesdays,8:00 PM,9:00 PM,C
"General Theological Seminary",175 9th Avenue,New York,NY,10011,"175 9th Avenue,1st and 2nd Floor,Enter thru gate on 21st Street Betw. 9th & 10th Avenues,NY 10011",40.6717748,-73.9913909,03,"ninth avenue           (:ii)",Fridays,6:00 PM,7:00 PM,B
"General Theological Seminary",175 9th Avenue,New York,NY,10011,"175 9th Avenue,1st and 2nd Floor,Enter thru gate on 21st Street Betw. 9th & 10th Avenues,NY 10011",40.6717748,-73.9913909,03,"ninth avenue           (:ii)",Fridays,6:00 PM,7:00 PM,C
"General Theological Seminary",175 9th Avenue,New York,NY,10011,"175 9th Avenue,1st and 2nd Floor,Enter thru gate on 21st Street Betw. 9th & 10th Avenues,NY 10011",40.6717748,-73.9913909,03,"ninth avenue           (:ii)",Fridays,6:00 PM,7:00 PM,OD
"General Theological Seminary",175 9th Avenue,New York,NY,10011,"175 9th Avenue,1st and 2nd Floor,Enter thru gate on 21st Street Betw. 9th & 10th Avenues,NY 10011",40.6717748,-73.9913909,03,"ninth avenue           (:ii)",Fridays,7:15 PM,8:15 PM,BB
"General Theological Seminary",175 9th Avenue,New York,NY,10011,"175 9th Avenue,1st and 2nd Floor,Enter thru gate on 21st Street Betw. 9th & 10th Avenues,NY 10011",40.6717748,-73.9913909,03,"ninth avenue           (:ii)",Fridays,7:15 PM,8:15 PM,C
"General Theological Seminary",175 9th Avenue,New York,NY,10011,"175 9th Avenue,1st and 2nd Floor,Enter thru gate on 21st Street Betw. 9th & 10th Avenues,NY 10011",40.6717748,-73.9913909,03,"ninth avenue           (:ii)",Fridays,7:15 PM,8:15 PM,C
"General Theological Seminary",175 9th Avenue,New York,NY,10011,"175 9th Avenue,1st and 2nd Floor,Enter thru gate on 21st Street Betw. 9th & 10th Avenues,NY 10011",40.6717748,-73.9913909,03,"ninth avenue           (:ii)",Fridays,7:15 PM,8:15 PM,O
"General Theological Seminary",175 9th Avenue,New York,NY,10011,"175 9th Avenue,1st and 2nd Floor,Enter thru gate on 21st Street Betw. 9th & 10th Avenues,NY 10011",40.6717748,-73.9913909,03,"ninth avenue           (:ii)",Fridays,8:30 PM,9:30 PM,C
